,Date,User,Tweet
115,2022-06-30 15:57:56+00:00,KieranARA,"Every time the Sri Lankan government  throws its minorities under the bus I’m reminded that, for some minorities around the world self-determination is the only solution.

No state, no rights. #SriLanka #lka #SriLankaCrisis #tamil"
116,2022-06-30 15:40:38+00:00,qos_books,"You : starting to read a new book.
Government : it's power cut time. 💔📚
#SriLanka #PowerCutLK #readingcommunity #Readerscommunity #BookTwitter #SriLankaCrisis"
117,2022-06-30 15:09:55+00:00,gihaanw,"Travelling to Colombo from Moratuwa is like the hunger games now.

Almost walked the whole distance home because every bus was packed like sardines and every tuk didn't have petrol to travel long distance.

Thank you @GotabayaR 
#GoHomeGota #lka #SriLanka #EconomicCrisisLK"
118,2022-06-30 15:04:15+00:00,VixzyXO,"Some people are selling ‘full tank’ tokens for 10k!!! 
#FuelCrisisLK #EconomicCrisisLK"
119,2022-06-30 14:59:24+00:00,DArmChairCritic,"Next time, wear t-shirts with letters in #GotaGoHome and stand together to form this text on the ramparts."
120,2022-06-30 14:48:30+00:00,iamranorius,"Nandalal's term extended by Nandasena 

Dr.Nandalal Weerasinghe re-appointed as Governor of the CBSL for another term of six years by the President 

#SriLanka #SriLankaEconomicCrisis"
121,2022-06-30 14:34:22+00:00,Rasiya_Twitz,"Dr. Nandalal Weerasinghe re-appointed as the Governor of the Central Bank for the next 6 years with effect from 04th July, 2022. :PMD 

#lka #SriLankaCrisis @PMDNewsGov @CBSL"
122,2022-06-30 14:29:49+00:00,CharanaK,"Milestone:Five years ago i ended my time as a firm lawyer,looking for a small break.Had a dream job role in mind (did not succeed,possibly due to merit), wanted to start a pet plantation project (luck kept me away). Independent Practice is a nice prospect BUT #SriLankaCrisis 🤔"
123,2022-06-30 14:25:15+00:00,janakatk,"We are going back both in economically and socially. GDP growth reported for Q1 2022 is negative 1.6% in #lka inflation is running at 57% 
#srilanka reported 127th out of 150 counties in #happinessindex in march 2022

@GotabayaR   any progress in control of #SriLankaCrisis ?"
124,2022-06-30 14:24:34+00:00,yatespj,"My Colombo-Melbourne ✈️ has had its flight time extended by two hrs (from 10 to 12hrs), apparently because we now need to stop for fuel - but have no idea where. Tough times for 🇱🇰 airlines. #SriLankaCrisis"
125,2022-06-30 14:23:06+00:00,mysalmanulfaris,F_______cked us all thees modaiyan Mps and family dynasty politicians and modaiyan president... Theif unjust peoples with 69m voters are racist... they fucked my business let's fucked by nature... #GoHomeGota2022 #SriLankaCrisis #SriLankan
126,2022-06-30 14:19:34+00:00,uniindianews,"#HSBC Sri Lanka has closed its Jaffna branch until further notice owing to the prevailing uncertain situation in the country: Residents and customers.

#SriLankaCrisis"
127,2022-06-30 14:16:19+00:00,Jamz5251,"Nandalal's term extended by Nandasena 

Dr.Nandalal Weerasinghe re-appointed as Governor of the CBSL for another term of six years by the President 

#SriLanka #SriLankaEconomicCrisis"
128,2022-06-30 14:14:47+00:00,shannine_daniel,"Dr. Nandalal Weerasinghe appointed as the Governor of the Central Bank for the next six years

(News First) 

#SriLanka #SriLankaCrisis"
129,2022-06-30 14:00:32+00:00,nuzlarizkiya,"According to SL Police, people illegally migrating from #SriLanka to other countries are vulnerable to a penalty between 50,000- 200,000 LKR with a jail term ranging from 6 months-5 years.

Report : @bbcsinhala 

#SriLankaCrisis #SriLankaProtests"
